codigo_cie;codigo_inep;nome_escola;nome_municipio;DS_LATITUDE;DS_LONGITUDE;IDESP_AI_18;IDESP_AF_18;IDESP_EM_18;saresp3EF_Mat;saresp3EF_LP;saresp5EF_Mat;saresp5EF_LP;saresp9EF_Mat;saresp9EF_LP;saresp3EM_Mat;saresp3EM_LP;NO_CATEGORIA;NO_DEPENDENCIA;MEDIA_ALUNOS_TURMA_AI;MEDIA_ALUNOS_TURMA_AF;MEDIA_ALUNOS_TURMA_EM;INSE;COMPLEXIDADE_ESCOLAR;REGULARIDADE_DOCENTE;FUN_AI_CAT_1;FUN_AI_CAT_2;FUN_AI_CAT_3;FUN_AI_CAT_4;FUN_AI_CAT_5;FUN_AI_CAT_6;FUN_AF_CAT_1;FUN_AF_CAT_2;FUN_AF_CAT_3;FUN_AF_CAT_4;FUN_AF_CAT_5;FUN_AF_CAT_6;MED_CAT_1;MED_CAT_2;MED_CAT_3;MED_CAT_4;MED_CAT_5;MED_CAT_6;NUM_Diretores_2014a2019;Sexo_Diretor;Faixa_Etaria_Diretor;TX_RESP_Q004;TX_RESP_Q006;TX_RESP_Q008;TX_RESP_Q010;TX_RESP_Q014;TX_RESP_Q015;TX_RESP_Q016;TX_RESP_Q017;TX_RESP_Q018;TX_RESP_Q019;TX_RESP_Q026;TX_RESP_Q027;TX_RESP_Q028;TX_RESP_Q032;TX_RESP_Q037;TX_RESP_Q038;TX_RESP_Q039;TX_RESP_Q040;TX_RESP_Q041;TX_RESP_Q042;TX_RESP_Q043;TX_RESP_Q044;TX_RESP_Q045;TX_RESP_Q046;TX_RESP_Q047;TX_RESP_Q048;TX_RESP_Q049;TX_RESP_Q050;TX_RESP_Q051;TX_RESP_Q052;TX_RESP_Q053;TX_RESP_Q054;TX_RESP_Q055;TX_RESP_Q077;TX_RESP_Q078;TX_RESP_Q079;TX_RESP_Q080;TX_RESP_Q086;TEM_GREMIO;PEI;ETI;TX_RESP_Q067;TX_RESP_Q068;TX_RESP_Q069;TX_RESP_Q070;TX_RESP_Q071;TX_RESP_Q072;TX_RESP_Q073;TX_RESP_Q074;TX_RESP_Q075;TX_RESP_Q076;TX_RESP_Q081;TX_RESP_Q082;TX_RESP_Q083;TX_RESP_Q084;TX_RESP_Q085;TX_RESP_Q090;TX_RESP_Q091;TX_RESP_Q092;TX_RESP_Q093;TX_RESP_Q094;TX_RESP_Q095;TX_RESP_Q096;TX_RESP_Q097;TX_RESP_Q098;TX_RESP_Q099;TX_RESP_Q100;TX_RESP_Q101;TX_RESP_Q102;TX_RESP_Q103;TX_RESP_Q104;TX_RESP_Q105;TX_RESP_Q106;TX_RESP_Q107;TX_RESP_Q108
27947;35027947;PEDRO TEIXEIRA DE QUEIROZ;NOVO HORIZONTE;-21,48014;-49,21821;NULL;2,71;2,74;NULL;NULL;NULL;NULL;243,5;237,2;282,5;276,9;Urbana;Estadual;NULL;21,3;19,5;4,89;Nível 5;3,1;0;0;0;0;0;0;0;0;0;57,2;33,3;9,5;0;4,2;0;54,2;33,3;8,3;12;Feminino;De50a54;H;B;A;J;A;F;F;C;G;B;B;E;D;H;D;A;A;H;D;D;B;C;C;C;C;C;B;B;B;C;D;D;B;A;A;A;A;B;Sim;Não;Não;C;C;A;A;B;A;D;B;B;B;A;A;B;B;A;A;A;A;A;B;B;A;A;A;B;A;A;A;A;A;A;A;B;A
27960;35027960;MARIA CARDOSO CASTILHO;SALES;-21,34003;-49,4942;NULL;5,07;3,3;NULL;NULL;NULL;NULL;304,8;273,1;322;290,7;Urbana;Estadual;NULL;24;23,9;4,61;Nível 5;3,6;0;0;0;0;0;0;0;0;9,5;52,4;23,8;14,3;0;8,8;4,3;52,2;21,7;13;8;Feminino;De40a49;;B;C;H;G;E;D;D;G;B;B;E;D;F;E;A;A;H;C;C;A;D;C;C;C;C;B;B;B;C;C;B;B;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;C;B;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;A;A
28022;35028022;NARCISO BERTOLINO CAPITAO;OLIMPIA;-20,73422;-48,91557;NULL;8,1;NULL;NULL;NULL;NULL;NULL;359,8;310,8;NULL;NULL;Urbana;Estadual;NULL;35,9;NULL;5,17;Nível 2;4,3;0;0;0;0;0;0;0;40;60;0;0;0;0;0;0;0;0;0;4;Feminino;55mais;F;B;C;I;G;G;C;C;G;B;B;E;E;F;D;D;C;I;B;B;B;C;C;C;C;C;B;B;B;B;B;B;B;B;A;A;A;B;Sim;Sim;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;B;B;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28034;35028034;ANITA COSTA DONA;OLIMPIA;-20,74163;-48,91428;NULL;4,13;3,04;NULL;NULL;NULL;NULL;266,6;264,7;289,1;283,4;Urbana;Estadual;NULL;30;30,3;1,75;Nível 4;3,4;0;0;0;0;0;0;0;3,3;3,3;76,7;10;6,7;0;3,2;16,1;71;3,2;6,5;12;Feminino;De50a54;;B;C;G;A;F;F;C;G;B;B;E;D;D;D;C;A;H;D;D;B;C;B;C;C;C;B;C;B;C;C;C;B;B;A;A;A;B;Sim;Não;Não;A;B;B;B;A;A;B;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;A;B;A;A;B;B;A;A;A;A;A
28046;35028046;WILQUEM MANOEL NEVES DOUTOR;OLIMPIA;-20,73246;-48,90346;NULL;3,65;3,06;NULL;NULL;NULL;NULL;265,8;243,8;281,6;280,4;Urbana;Estadual;NULL;32,6;36;5,41;Nível 4;2,7;0;0;0;0;0;0;0;0;8,7;69,6;4,3;17,4;0;0;0;87,4;6,3;6,3;24;Feminino;De40a49;F;B;C;H;C;H;A;A;G;B;B;B;D;F;C;D;A;B;C;C;B;D;C;D;C;D;C;B;B;C;C;C;B;A;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;B;A;B;A;A;A;B;B;A;A;A;B;A;B;B;B;A;A;B;A;A;A;A;A;A;A;A;A
28061;35028061;MARIA UBALDINA DE BARROS FURQUIM PROFESSORA;OLIMPIA;-20,73627;-48,90759;NULL;3,37;2,54;NULL;NULL;NULL;NULL;257,4;244,9;282,1;270,8;Urbana;Estadual;NULL;32,1;30,6;4,88;Nível 5;3,3;0;0;0;0;0;0;0;0;10;56,7;10;23,3;0;0;10,9;48,6;13,5;27;8;Feminino;De50a54;F;D;A;G;C;H;B;B;G;B;B;E;D;H;C;A;D;H;D;D;B;D;D;D;D;D;B;C;C;C;B;B;B;B;A;A;A;B;Sim;Não;Não;C;C;C;A;B;A;D;B;D;B;A;A;B;B;A;A;A;B;A;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28071;35028071;ANTONIO AUGUSTO REIS NEVES DOUTOR;OLIMPIA;-20,74526;-48,91098;NULL;3,79;2,67;NULL;NULL;NULL;NULL;269,9;246,7;279,6;279,2;Urbana;Estadual;NULL;31;34,8;4,77;Nível 4;2,5;0;0;0;0;0;0;0;5;10;60;10;15;0;9,6;9,5;57,1;14,3;9,5;12;Feminino;De50a54;;B;C;J;A;F;E;E;G;B;B;E;C;H;C;A;A;B;D;D;B;D;D;D;C;C;B;C;B;B;B;B;B;B;A;A;A;B;Sim;Não;Não;B;D;B;A;B;A;D;D;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A
28095;35028095;JOSE ANTONIO SANTANA;GUARACI;-20,49446;-48,94006;NULL;NULL;1,89;NULL;NULL;NULL;NULL;NULL;NULL;270,5;256,9;Urbana;Estadual;NULL;NULL;29,4;4,91;Nível 5;3;0;0;0;0;0;0;0;0;0;0;0;0;4,5;4,3;13;34,8;13;30,4;10;Feminino;De40a49;H;D;C;I;G;H;A;A;G;B;B;D;E;F;E;B;D;B;D;D;A;C;C;D;C;C;B;B;B;B;B;B;B;B;A;A;A;B;Sim;Não;Não;B;B;B;A;B;A;B;A;A;A;A;A;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28125;35028125;ELOI LOPES FERRAZ DOUTOR;OLIMPIA;-20,68828;-49,06992;NULL;4,03;2,32;NULL;NULL;NULL;NULL;279,8;251,3;277,7;265,9;Urbana;Estadual;NULL;26,3;16,7;5,24;Nível 2;2,7;0;0;0;0;0;0;8,4;8,3;41,7;25;8,3;8,3;0;0;41,7;33,3;8,3;16,7;24;Feminino;De30a29;I;B;C;G;C;F;A;A;E;B;B;E;A;F;C;A;D;B;D;D;A;C;D;D;D;D;C;C;C;C;B;B;B;A;A;A;A;B;Sim;Não;Sim;B;B;B;D;A;A;B;A;B;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28137;35028137;JOSE MARCELINO DE ALMEIDA;SEVERINIA;-20,81252;-48,80411;NULL;NULL;2,7;NULL;NULL;NULL;NULL;NULL;NULL;285,3;273,7;Urbana;Estadual;NULL;NULL;29,1;4,26;Nível 5;3,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17,9;32,1;28,6;21,4;8;Feminino;De40a49;G;B;C;H;C;G;A;A;F;B;B;E;E;H;E;A;D;H;C;C;B;C;C;C;C;C;B;B;B;C;C;B;B;B;A;A;A;B;Sim;Não;Não;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28162;35028162;HORACIO ANTONIO DO NASCIMENTO CAPITAO;TABAPUA;-20,96736;-49,03173;NULL;3,54;3,79;NULL;NULL;NULL;NULL;264,4;250,5;308;290,9;Urbana;Estadual;NULL;23,4;28,9;4,36;Nível 5;3,2;0;0;0;0;0;0;0;0;0;57,2;21,4;21,4;0;4,6;13,6;40,9;22,7;18,2;12;Feminino;De50a54;I;E;C;I;A;E;E;B;G;A;A;E;E;F;E;A;D;B;D;E;A;C;C;C;C;C;B;B;B;B;B;A;B;A;A;A;A;B;Sim;Não;Não;D;C;C;D;B;A;C;B;A;C;A;A;B;B;A;A;A;B;B;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
28186;35028186;SATURNINO ANTONIO ROSA;EMBAUBA;-20,9829;-48,8351;NULL;3,17;2,94;NULL;NULL;NULL;NULL;256,1;239,6;293,7;290,3;Urbana;Estadual;NULL;23,3;19,3;4,89;Nível 4;3;0;0;0;0;0;0;0;0;16,7;33,3;25;25;0;0;20;20;33,3;26,7;20;Feminino;De50a54;D;B;C;H;B;F;C;C;G;B;B;B;E;G;C;A;C;H;D;D;B;C;C;C;C;C;C;D;D;D;B;B;A;B;A;A;A;B;Sim;Não;Não;D;B;A;B;C;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;B;A
28204;35028204;IZABEL LERRO ORTENBLAD;NOVAIS;-20,9946;-48,9196;NULL;NULL;2,74;NULL;NULL;NULL;NULL;NULL;NULL;289,7;276,6;Urbana;Estadual;NULL;NULL;20,4;5,03;Nível 4;2,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,4;42,9;21,4;14,3;12;Feminino;De40a49;G;B;C;I;A;F;E;B;G;B;A;A;B;F;E;A;D;B;D;D;B;D;D;D;D;C;;B;B;D;D;D;C;B;A;A;A;B;Sim;Não;Não;C;C;A;C;C;A;B;C;B;B;B;B;A;A;A;B;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;B;A
28228;35028228;OVIDIO DE SOUZA DIAS;ALTAIR;-20,52243;-49,0625;NULL;3,04;2,12;NULL;NULL;NULL;NULL;253;236,4;264,9;265,2;Urbana;Estadual;NULL;25;31;5,66;Nível 5;3,3;0;0;0;0;0;0;6,6;0;6,7;53,3;26,7;6,7;0;0;0;69,2;23,1;7,7;20;Masculino;55mais;F;B;C;J;G;F;C;C;G;B;B;E;E;H;E;A;D;A;C;D;B;C;D;D;D;D;B;B;B;D;B;B;A;B;A;A;A;B;Sim;Não;Não;A;C;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;A;A;B;B;A;A;A;A;A;A;B;A
28289;35028289;MARIA DAS DORES FERREIRA DA ROCHA PROFESSORA;SANTA RITA D'OESTE;-20,1445;-50,82957;NULL;5;3,94;NULL;NULL;NULL;NULL;287;279,7;320,3;293;Urbana;Estadual;NULL;25,8;23,5;4,64;Nível 3;3,2;0;0;0;0;0;0;0;7,6;23,1;38,5;15,4;15,4;0;7,1;14,3;42,9;21,4;14,3;20;Feminino;De50a54;H;B;D;I;A;G;D;C;G;B;B;C;E;H;C;A;F;B;C;D;A;C;C;C;C;C;B;D;B;C;B;A;B;A;B;A;A;B;Sim;Não;Sim;D;A;B;A;B;A;B;B;A;B;A;B;B;B;A;B;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;
28290;35028290;DOMINGOS DONATO RIVELLI;SANTANA DA PONTE PENSA;-20,2542;-50,7997;7,56;6,53;3,86;258,2;222,4;258,3;241;309,7;307;293,7;302,6;Urbana;Estadual;14,8;14,5;11,7;4,81;Nível 4;2,9;33,3;0;16,7;16,7;33,3;0;11,1;0;0;33,3;55,6;0;6,2;0;6,3;37,5;50;0;64;Masculino;De30a29;G;B;C;I;C;E;B;A;E;B;B;E;C;H;E;A;F;H;D;D;B;D;D;D;D;D;C;C;C;C;C;C;B;A;A;A;A;B;Sim;Não;Não;C;C;A;A;C;A;B;B;B;B;A;A;A;B;A;A;A;B;B;B;B;A;A;A;B;A;A;A;A;A;A;A;A;A
28319;35028319;JOSE JOAQUIM DOS SANTOS PROFESSOR;TRES FRONTEIRAS;-20,23152;-50,88463;NULL;3,75;2,93;NULL;NULL;NULL;NULL;262,5;248,8;289,5;281,1;Urbana;Estadual;NULL;29;23,9;5,36;Nível 4;2,8;0;0;0;0;0;0;0;0;4,5;59,1;27,3;9,1;0;0;0;56;32;12;16;Masculino;55mais;D;B;A;K;A;F;G;G;G;B;B;E;E;G;E;A;D;B;D;D;B;C;C;C;C;C;C;C;B;C;B;C;B;B;A;A;A;B;Sim;Não;Não;C;B;B;C;A;A;D;C;D;C;A;A;B;B;A;A;A;B;B;B;B;B;B;;B;B;A;A;B;A;A;A;B;A
28320;35028320;MARIA PILAR ORTEGA GARCIA PROFESSORA;NOVA CANAA PAULISTA;-20,3847;-50,9485;NULL;3,23;2,33;NULL;NULL;NULL;NULL;246,1;241,4;275,8;271,6;Urbana;Estadual;NULL;18,5;14,7;5,93;Nível 4;2,8;0;0;0;0;0;0;0;0;0;50;33,3;16,7;0;0;11,7;41,2;35,3;11,8;12;Feminino;De40a49;H;B;C;H;C;G;D;D;G;B;B;E;E;F;C;A;A;H;D;D;B;D;B;D;B;D;D;D;B;C;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;D;D;B;A;D;B;C;C;A;A;A;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;A;B;A
28332;35028332;ANTONIO MARIN CRUZ;MARINOPOLIS;-20,4412;-50,8207;NULL;4,33;3,71;NULL;NULL;NULL;NULL;284,4;259,2;308,8;301,3;Urbana;Estadual;NULL;24,5;22;5,38;Nível 2;2,5;0;0;0;0;0;0;0;0;41,6;41,7;16,7;0;0;0;41,7;33,3;25;0;20;Masculino;De50a54;D;B;C;I;A;G;E;C;G;B;B;D;;H;C;A;F;H;D;D;B;C;D;D;D;D;B;D;B;C;B;B;C;A;A;A;A;B;Sim;Não;Sim;B;B;B;B;B;A;B;B;B;B;A;A;A;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28344;35028344;ORESTES FERREIRA DE TOLEDO;PALMEIRA D'OESTE;-20,42062;-50,76127;NULL;4,3;3,14;NULL;NULL;NULL;NULL;283,5;262,5;298,9;287,5;Urbana;Estadual;NULL;25,8;26,1;5,39;Nível 4;3,3;0;0;0;0;0;0;3,7;0;11,1;66,7;14,8;3,7;0;3,6;14,3;60,7;14,3;7,1;32;Masculino;De50a54;D;B;A;I;F;G;C;C;G;B;A;A;D;H;E;A;E;H;D;D;B;D;C;D;C;C;B;B;B;B;B;C;B;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;B;A;A;B;B;A
28381;35028381;RUBENS DE OLIVEIRA CAMARGO ESCOLA ESTADUAL;RUBINEIA;-20,17061;-50,99988;NULL;3,89;3,36;NULL;NULL;NULL;NULL;264,4;261;296;294,9;Urbana;Estadual;NULL;26,6;21,2;3,94;Nível 4;3;0;0;0;0;0;0;0;0;5;55;30;10;0;0;5;50;35;10;24;Masculino;De40a49;;B;C;H;C;G;C;C;F;B;A;A;D;H;C;A;E;B;D;D;B;C;C;C;C;C;C;C;C;C;C;B;B;B;A;A;A;B;Sim;Não;Sim;B;C;C;C;B;A;;B;A;B;A;A;B;B;A;A;A;A;;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28393;35028393;ANTONIO BEZERRA DE ARAUJO PREFEITO;SANTA CLARA D'OESTE;-20,09438;-50,92717;NULL;3,39;2,31;NULL;NULL;NULL;NULL;253,9;257,8;280,9;278,2;Urbana;Estadual;NULL;25,8;26,7;4,96;Nível 3;2,3;0;0;0;0;0;0;0;9;18,2;36,4;27,3;9,1;0;7,2;21,4;42,9;21,4;7,1;20;Masculino;De40a49;D;B;C;F;G;G;B;A;F;A;A;B;C;F;C;B;F;B;D;D;B;C;C;C;C;C;B;B;B;B;B;B;A;B;A;A;A;B;Sim;Não;Sim;;;;B;A;A;A;B;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28400;35028400;ITAEL DE MATTOS PROFESSOR;SANTA FE DO SUL;-20,2081;-50,92364;NULL;3,5;3,02;NULL;NULL;NULL;NULL;259,8;249;291,4;285,2;Urbana;Estadual;NULL;NULL;33,3;3,61;Nível 5;3,3;0;0;0;0;0;0;0;0;0;0;0;0;0;8,9;13,3;51,1;20;6,7;24;Masculino;De40a49;H;B;C;I;A;F;D;C;G;B;B;D;D;H;C;A;A;B;C;D;B;C;C;D;D;D;B;C;B;C;B;D;B;A;A;B;A;B;Sim;Não;Sim;C;B;C;B;A;A;C;D;B;D;A;B;B;A;A;A;A;B;A;B;B;B;A;A;B;A;A;A;A;A;A;A;A;A
28435;35028435;CORIPHEU DE AZEVEDO MARQUES;APARECIDA D'OESTE;-20,45312;-50,87933;NULL;3,8;3,78;NULL;NULL;NULL;NULL;259,3;253,6;304,4;297,5;Urbana;Estadual;NULL;23,6;21,3;5,28;Nível 4;2,9;0;0;0;0;0;0;0;10;25;50;15;0;0;4,6;18,2;54,5;18,2;4,5;16;Feminino;55mais;D;B;A;J;C;F;B;B;G;B;B;E;E;F;C;A;D;B;C;C;B;C;C;D;D;C;B;C;B;C;B;B;B;B;A;A;A;B;Sim;Não;Sim;C;B;D;C;B;A;B;B;B;B;A;A;A;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28472;35028472;EDMUR NEVES PROFESSOR;MIRASSOL;-20,8164;-49,5107;NULL;4,36;3,87;NULL;NULL;NULL;NULL;274,6;269,6;312,1;303,2;Urbana;Estadual;NULL;31,9;35,1;3,11;Nível 6;3,4;0;0;0;0;0;0;0;2,6;10,5;63,2;15,8;7,9;0;0;5,2;63,2;18,4;13,2;12;Feminino;55mais;H;B;C;K;A;E;G;F;G;B;A;A;D;F;C;C;B;D;D;D;B;C;C;C;C;C;B;B;B;B;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;B;B;C;A;D;D;C;D;A;B;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28502;35028502;ACHILES MALVEZZI;POTIRENDABA;-21,0426;-49,3821;NULL;NULL;3,21;NULL;NULL;NULL;NULL;NULL;NULL;307,1;286,8;Urbana;Estadual;NULL;NULL;31,2;3,64;Nível 4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29,2;37,5;20,8;12,5;4;Feminino;De30a29;H;B;C;G;F;E;C;C;E;A;B;C;D;F;C;A;F;H;C;D;B;C;B;C;C;C;B;B;B;B;B;C;C;A;A;A;A;B;Sim;Não;Não;A;D;A;A;A;A;B;B;D;C;A;B;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;;B;A
28538;35028538;ALBERTO ANDALO;SAO JOSE DO RIO PRETO;-20,80221;-49,37046;NULL;NULL;2,62;NULL;NULL;NULL;NULL;NULL;NULL;282,3;279,8;Urbana;Estadual;NULL;NULL;37,5;2,07;Nível 4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2,4;17,1;43,9;22;14,6;6;Masculino;55mais;;B;C;J;F;F;F;F;G;B;B;E;D;H;C;D;D;B;C;C;A;D;C;D;D;D;A;C;C;C;B;B;B;B;A;A;A;B;Sim;Não;Não;D;C;B;A;B;A;B;B;C;A;B;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28548;35028548;BADY BASSIT DEPUTADO;SAO JOSE DO RIO PRETO;-20,7959;-49,3707;NULL;2,53;2,52;NULL;NULL;NULL;NULL;239,6;229,1;275,5;274,8;Urbana;Estadual;NULL;NULL;28,1;3,87;Nível 2;2,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21,1;57,9;10,5;10,5;12;Masculino;De40a49;H;B;C;F;C;G;C;C;F;B;A;A;D;F;E;A;E;B;C;C;A;B;D;D;D;D;A;C;C;D;A;C;B;B;A;A;B;B;Sim;Não;Não;D;D;D;A;B;A;B;A;A;D;A;A;B;B;A;A;A;B;A;B;B;A;A;B;B;A;A;A;A;A;A;A;A;A
28551;35028551;NOEMIA BUENO DO VALLE PROFESSORA;SAO JOSE DO RIO PRETO;-20,7935;-49,3659;NULL;4,72;NULL;NULL;NULL;NULL;NULL;286,9;270,9;NULL;NULL;Urbana;Estadual;NULL;35,4;NULL;2,82;Nível 3;2,8;0;0;0;0;0;0;0;3,8;38,5;50;0;7,7;0;0;0;0;0;0;6;Feminino;55mais;D;D;C;J;A;G;E;D;G;B;B;E;D;H;C;B;A;A;D;D;B;C;C;C;C;C;B;C;B;C;B;A;A;B;A;A;A;B;Sim;Não;Não;D;C;D;C;D;A;C;C;A;C;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28599;35028599;OSCAR SALGADO BUENO PROFESSOR;SAO JOSE DO RIO PRETO;-20,81737;-49,36677;NULL;5,69;NULL;NULL;NULL;NULL;NULL;305,2;285;NULL;NULL;Urbana;Estadual;NULL;32,3;NULL;2,35;Nível 3;2,4;0;0;0;0;0;0;0;9,4;21,9;40,6;12,5;15,6;0;0;0;0;0;0;8;Masculino;55mais;H;B;C;J;A;G;F;C;G;B;B;E;E;H;B;D;D;H;D;D;B;D;D;D;D;C;B;C;D;C;B;B;B;B;A;A;A;B;Sim;Não;Não;C;C;A;A;C;A;C;A;C;C;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;A;A;A;A;A;A
28617;35028617;FRANCISCO PURITA PROFESSOR;IPIGUA;-20,65612;-49,38599;NULL;3,23;2,42;NULL;NULL;NULL;NULL;252;242,9;265,6;275,1;Urbana;Estadual;NULL;27,3;26,7;4,76;Nível 4;2,7;0;0;0;0;0;0;0;5;10;80;5;0;0;0;4,8;76,2;19;0;16;Feminino;De50a54;D;B;B;I;A;F;E;C;G;B;B;E;C;D;E;A;E;H;C;C;A;C;C;C;C;C;A;B;B;C;B;B;A;B;A;A;A;B;Sim;Não;Não;A;D;C;A;B;A;D;B;B;A;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;A;A;A;A;A;A;A;A;A
28642;35028642;JOAQUIM SILVIO NOGUEIRA;BALSAMO;-20,7369;-49,5818;NULL;3,72;3,29;NULL;NULL;NULL;NULL;259,5;261,2;301,7;294;Urbana;Estadual;NULL;33,2;28,4;4,41;Nível 4;2,8;0;0;0;0;0;0;0;0;19,3;53,8;11,5;15,4;0;0;10,4;58,6;10,3;20,7;8;Feminino;55mais;D;B;C;J;A;F;F;E;G;B;B;E;C;F;E;A;A;H;C;E;A;C;C;D;D;C;B;B;C;B;B;B;B;A;A;A;A;B;Sim;Não;Não;B;B;A;A;A;A;A;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;B;B;B;B;A;B;B;A;A;B;B;A
28666;35028666;AUREA DE OLIVEIRA PROFESSORA;BADY BASSITT;-20,9177;-49,4485;NULL;4,41;2,75;NULL;NULL;NULL;NULL;277,4;270,4;302,4;282,3;Urbana;Estadual;NULL;33,9;32,1;3,76;Nível 4;2,9;0;0;0;0;0;0;0;0;11,1;50;22,2;16,7;0;0;16,7;43,3;23,3;16,7;8;Feminino;De40a49;F;B;C;I;C;G;D;D;G;B;A;E;E;F;E;A;D;H;C;C;B;C;C;C;C;D;B;C;C;B;B;C;B;B;A;A;A;B;Sim;Não;Não;A;A;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;A;A;A;B;B;B;B;B;A;A;B;B;A
28678;35028678;NAIR SANTOS CUNHA PROFESSORA;SAO JOSE DO RIO PRETO;-20,84815;-49,33969;NULL;2,36;2,41;NULL;NULL;NULL;NULL;233,6;230,2;272,7;284,7;Urbana;Estadual;NULL;23,4;28,2;5,28;Nível 4;2,9;0;0;0;0;0;0;0;5,3;10,5;68,4;10,5;5,3;0;5,5;0;77,8;11,1;5,6;16;Feminino;55mais;;D;C;J;A;F;G;F;G;B;B;C;E;H;;B;B;B;D;D;B;C;C;C;C;C;B;B;B;C;B;A;A;B;A;A;A;B;Sim;Não;Não;C;C;B;B;B;A;B;A;A;B;A;A;B;B;A;A;A;B;B;B;B;B;A;A;B;A;A;A;A;A;A;A;B;A
28685;35028685;ADAHIR GUIMARAES FOGACA PROFESSOR;SAO JOSE DO RIO PRETO;-20,78689;-49,39471;NULL;3,81;3,04;NULL;NULL;NULL;NULL;270,3;252,6;286,9;287,5;Urbana;Estadual;NULL;34,6;33,1;4,25;Nível 6;2,9;0;0;0;0;0;0;0;0;7,8;56,4;17,9;17,9;0;0;11,1;66,7;14,8;7,4;20;Feminino;De50a54;H;D;C;I;G;G;A;A;G;B;B;E;D;H;C;A;F;B;E;D;B;C;D;D;D;D;B;D;D;D;B;B;B;A;A;A;A;B;Sim;Não;Não;C;D;C;B;B;A;C;D;D;D;A;A;A;B;A;A;A;B;B;A;B;A;A;A;B;A;A;A;A;A;A;A;A;A
28708;35028708;GONCALVES MONSENHOR;SAO JOSE DO RIO PRETO;-20,807;-49,3863;NULL;NULL;3,33;NULL;NULL;NULL;NULL;NULL;NULL;297,2;297,6;Urbana;Estadual;NULL;NULL;34,6;2,4;Nível 4;2,5;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;21,5;38,5;30,8;7,7;6;Feminino;55mais;H;B;C;I;A;F;G;B;G;B;A;A;C;F;E;D;F;B;D;D;A;C;C;C;C;C;A;C;C;C;B;A;B;B;A;A;A;B;Sim;Não;Não;A;B;A;A;A;A;A;A;A;A;A;A;B;B;A;A;A;B;B;B;B;B;A;B;B;A;A;A;B;A;A;B;B;A
